frame,person_id,Nose_x,Nose_y,Nose_z,Nose_visibility,Left_eye_inner_x,Left_eye_inner_y,Left_eye_inner_z,Left_eye_inner_visibility,Left_eye_x,Left_eye_y,Left_eye_z,Left_eye_visibility,Left_eye_outer_x,Left_eye_outer_y,Left_eye_outer_z,Left_eye_outer_visibility,Right_eye_inner_x,Right_eye_inner_y,Right_eye_inner_z,Right_eye_inner_visibility,Right_eye_x,Right_eye_y,Right_eye_z,Right_eye_visibility,Right_eye_outer_x,Right_eye_outer_y,Right_eye_outer_z,Right_eye_outer_visibility,Left_ear_x,Left_ear_y,Left_ear_z,Left_ear_visibility,Right_ear_x,Right_ear_y,Right_ear_z,Right_ear_visibility,Mouth_left_x,Mouth_left_y,Mouth_left_z,Mouth_left_visibility,Mouth_right_x,Mouth_right_y,Mouth_right_z,Mouth_right_visibility,Left_shoulder_x,Left_shoulder_y,Left_shoulder_z,Left_shoulder_visibility,Right_shoulder_x,Right_shoulder_y,Right_shoulder_z,Right_shoulder_visibility,Left_elbow_x,Left_elbow_y,Left_elbow_z,Left_elbow_visibility,Right_elbow_x,Right_elbow_y,Right_elbow_z,Right_elbow_visibility,Left_wrist_x,Left_wrist_y,Left_wrist_z,Left_wrist_visibility,Right_wrist_x,Right_wrist_y,Right_wrist_z,Right_wrist_visibility,Left_pinky_x,Left_pinky_y,Left_pinky_z,Left_pinky_visibility,Right_pinky_x,Right_pinky_y,Right_pinky_z,Right_pinky_visibility,Left_index_x,Left_index_y,Left_index_z,Left_index_visibility,Right_index_x,Right_index_y,Right_index_z,Right_index_visibility,Left_thumb_x,Left_thumb_y,Left_thumb_z,Left_thumb_visibility,Right_thumb_x,Right_thumb_y,Right_thumb_z,Right_thumb_visibility,Left_hip_x,Left_hip_y,Left_hip_z,Left_hip_visibility,Right_hip_x,Right_hip_y,Right_hip_z,Right_hip_visibility,Left_knee_x,Left_knee_y,Left_knee_z,Left_knee_visibility,Right_knee_x,Right_knee_y,Right_knee_z,Right_knee_visibility,Left_ankle_x,Left_ankle_y,Left_ankle_z,Left_ankle_visibility,Right_ankle_x,Right_ankle_y,Right_ankle_z,Right_ankle_visibility,Left_heel_x,Left_heel_y,Left_heel_z,Left_heel_visibility,Right_heel_x,Right_heel_y,Right_heel_z,Right_heel_visibility,Left_foot_index_x,Left_foot_index_y,Left_foot_index_z,Left_foot_index_visibility,Right_foot_index_x,Right_foot_index_y,Right_foot_index_z,Right_foot_index_visibility
2,1,0.48624107241630554,0.3491247594356537,0.08231936395168304,0.9919602870941162,0.5178343653678894,0.3053346872329712,0.26108410954475403,0.9909430146217346,0.5240716934204102,0.30330172181129456,0.26134395599365234,0.9907528758049011,0.5205771923065186,0.3001517057418823,0.26249706745147705,0.9920752048492432,0.4801926612854004,0.3086090385913849,0.32049405574798584,0.9891233444213867,0.4676028788089752,0.30829837918281555,0.3203977644443512,0.987902045249939,0.4545009136199951,0.3065544068813324,0.32084929943084717,0.9890751838684082,0.6279224157333374,0.32157278060913086,0.9744131565093994,0.9919588565826416,0.35716572403907776,0.3278266489505768,1.233561635017395,0.9893790483474731,0.4836631715297699,0.4040447175502777,0.3840683400630951,0.9942825436592102,0.44455376267433167,0.4042145609855652,0.459124356508255,0.9927588701248169,1.005326509475708,0.6496233344078064,0.8131808638572693,0.9978594183921814,0.46460258960723877,0.6653517484664917,1.2714436054229736,0.9979742169380188,0.8125874996185303,1.0120716094970703,0.012305330485105515,0.7807901501655579,0.17960979044437408,0.8442971110343933,0.19234208762645721,0.9120464324951172,0.30297377705574036,0.9545242190361023,-0.5739423036575317,0.7278845906257629,0.4128320515155792,0.6708110570907593,-0.6116029024124146,0.8701281547546387,0.19647426903247833,0.943808376789093,-0.8251549601554871,0.6349935531616211,0.4819204807281494,0.6596003174781799,-1.2647318840026855,0.8061556816101074,0.21649806201457977,0.8991599082946777,-0.7733458876609802,0.6516525745391846,0.5427136421203613,0.6286726593971252,-0.9289754033088684,0.8157492280006409,0.24505175650119781,0.8910406827926636,-0.586992084980011,0.6417534947395325,0.5320932865142822,0.6443765759468079,-0.5929626822471619,0.7866532206535339,0.9252076148986816,1.5527722835540771,-0.17572830617427826,0.4702373743057251,0.38738200068473816,1.493748664855957,0.20106032490730286,0.47446200251579285,0.7134124636650085,2.6655120849609375,-1.3753604888916016,0.09967631101608276,0.17669926583766937,2.4585800170898438,-0.8056962490081787,0.22729212045669556,0.6495097875595093,3.2318243980407715,-0.18392068147659302,0.022589774802327156,0.17862877249717712,3.3674893379211426,-0.9451988339424133,0.07213898748159409,0.6621991991996765,3.3264646530151367,-0.02870362251996994,0.02234104834496975,0.1980230063199997,3.474468469619751,-0.9581558704376221,0.05835491791367531,0.4833358824253082,3.512861967086792,-0.6152014136314392,0.033444419503211975,0.18083149194717407,3.62286376953125,-1.9749562740325928,0.08698883652687073
4,1,0.4516345262527466,0.4303782284259796,-3.3629889488220215,0.9868659377098083,0.5423140525817871,0.40735143423080444,-3.455066680908203,0.9839940667152405,0.5532889366149902,0.365190714597702,-3.4593851566314697,0.983988881111145,0.584003746509552,0.35948121547698975,-3.4563655853271484,0.9847950339317322,0.45855364203453064,0.40044376254081726,-3.340449810028076,0.9822531342506409,0.44195812940597534,0.39587584137916565,-3.3313043117523193,0.9811220169067383,0.42816004157066345,0.3848780393600464,-3.3243861198425293,0.9823029637336731,0.9248722791671753,0.32106420397758484,-2.557950258255005,0.9808064699172974,0.48453664779663086,0.4107985496520996,-2.135721445083618,0.9817031025886536,0.5556209683418274,0.5804206728935242,-2.845149517059326,0.9817334413528442,0.49289828538894653,0.5431099534034729,-2.724877119064331,0.9795504808425903,1.4988681077957153,0.9270261526107788,-1.6084346771240234,0.9614014625549316,0.5326244831085205,0.7639209032058716,-1.2650879621505737,0.976625382900238,1.0867990255355835,1.0213392972946167,-1.9423820972442627,0.7122886180877686,0.05834182724356651,0.6427717804908752,-1.834794044494629,0.8278254270553589,0.7467508316040039,0.5931684374809265,-1.2670421600341797,0.6547715067863464,0.3180054724216461,0.5560063719749451,-1.6153899431228638,0.7859359383583069,0.6275953650474548,0.4956628978252411,-1.357891321182251,0.5723037719726562,0.3971587121486664,0.46973294019699097,-1.8311485052108765,0.7304841876029968,0.6560770273208618,0.44038498401641846,-1.4171591997146606,0.5887129902839661,0.46030691266059875,0.4744608402252197,-1.7623965740203857,0.7401732206344604,0.6162810921669006,0.6962238550186157,-1.2926344871520996,0.5777045488357544,0.4508891999721527,0.5509135127067566,-1.5917048454284668,0.7137194871902466,1.5162608623504639,2.9568495750427246,0.04898158088326454,0.3830297589302063,0.8051178455352783,2.889113426208496,-0.03268910571932793,0.38716650009155273,1.2548763751983643,1.6868480443954468,-0.24192817509174347,0.10001742839813232,0.5051988959312439,1.2525593042373657,-0.039526138454675674,0.20642369985580444,0.7182078957557678,0.8915770053863525,2.563892364501953,0.028759172186255455,0.6128408312797546,0.2825959622859955,1.9268145561218262,0.0721224769949913,0.664116621017456,0.7999670505523682,2.894479513168335,0.027557186782360077,0.6380251049995422,0.18763937056064606,2.170408248901367,0.06119392439723015,0.7674615383148193,0.6032030582427979,2.3129515647888184,0.03763990476727486,0.7687917947769165,-0.03007139265537262,1.2908885478973389,0.08456695079803467
6,1,0.5291185975074768,0.34259355068206787,-1.4523611068725586,0.9880315065383911,0.5765295624732971,0.2882503271102905,-1.4437663555145264,0.9853423237800598,0.6064018607139587,0.28746217489242554,-1.4436991214752197,0.9853450059890747,0.6333073377609253,0.28578996658325195,-1.4434940814971924,0.9860666990280151,0.5159544348716736,0.2847599387168884,-1.3578665256500244,0.9838054776191711,0.5032543540000916,0.2812735438346863,-1.3583430051803589,0.982802152633667,0.4933529496192932,0.27694380283355713,-1.3585253953933716,0.9838951826095581,0.6814053654670715,0.28163546323776245,-1.1126484870910645,0.9824255108833313,0.5069974064826965,0.26753437519073486,-0.7275612354278564,0.9833033084869385,0.5766081809997559,0.3887847661972046,-1.3022844791412354,0.9832920432090759,0.5083418488502502,0.37941592931747437,-1.192211389541626,0.9813498854637146,0.8633767366409302,0.45444101095199585,-1.0581483840942383,0.9649779796600342,0.4732544422149658,0.4103410243988037,-0.13472317159175873,0.9789204001426697,0.7203284502029419,0.7971383333206177,-1.299514889717102,0.73820960521698,0.21559873223304749,0.6846073865890503,-0.27309343218803406,0.8378002643585205,0.25831225514411926,0.8695601224899292,-1.4588700532913208,0.6803281903266907,0.12540844082832336,0.8127787113189697,-1.2614085674285889,0.7978007793426514,0.17324522137641907,0.8894972801208496,-1.6448109149932861,0.5995495915412903,0.09370040893554688,0.8594522476196289,-1.478184700012207,0.7432061433792114,0.1581418812274933,0.8466768264770508,-1.6560118198394775,0.6155317425727844,0.13669610023498535,0.8317599892616272,-1.5077626705169678,0.7534278035163879,0.18127748370170593,0.8372139930725098,-1.4650754928588867,0.6024370789527893,0.15867704153060913,0.8166617751121521,-1.3074944019317627,0.7284179329872131,0.7965247631072998,1.0386325120925903,-0.2619472146034241,0.3720116913318634,0.518511950969696,0.9625207781791687,0.27163806557655334,0.38773858547210693,0.6153258085250854,1.464452862739563,-0.9871367812156677,0.10312547534704208,0.3763203024864197,1.3406295776367188,-0.4268379211425781,0.1925509124994278,0.6258265376091003,1.9365339279174805,-0.36473095417022705,0.028712710365653038,0.393097847700119,1.832058310508728,-0.01707731932401657,0.06757085770368576,0.6595556139945984,1.9880690574645996,-0.288651704788208,0.02653208002448082,0.41003671288490295,1.9036200046539307,0.020315183326601982,0.05834552273154259,0.48414722084999084,2.0983150005340576,-0.7253105044364929,0.03838930279016495,0.3280392289161682,1.9592517614364624,-0.4402259886264801,0.08050240576267242
8,1,1.0145905017852783,0.17173923552036285,-2.628200054168701,0.9846081733703613,1.105457067489624,0.129984050989151,-2.648127555847168,0.9809201955795288,1.16737699508667,0.12908434867858887,-2.6492950916290283,0.9811028242111206,1.234584927558899,0.12774474918842316,-2.6517584323883057,0.9822847247123718,0.8613362312316895,0.13660404086112976,-2.4818339347839355,0.980822741985321,0.8164882659912109,0.13673970103263855,-2.4835751056671143,0.9805901646614075,0.7949262261390686,0.13552013039588928,-2.4862725734710693,0.9825456738471985,1.443013072013855,0.13708898425102234,-2.184474468231201,0.978952169418335,0.9422673583030701,0.1360793113708496,-1.4253495931625366,0.9817672967910767,1.1966538429260254,0.20761829614639282,-2.388685941696167,0.9822934865951538,1.0024855136871338,0.20639699697494507,-2.170553684234619,0.9811549782752991,2.1412770748138428,0.34162938594818115,-2.0847063064575195,0.970068633556366,0.7824523448944092,0.2877073585987091,-0.6760437488555908,0.9823580980300903,2.124021053314209,0.6070556044578552,-2.7439165115356445,0.7748469114303589,0.3118859529495239,0.5030613541603088,-1.4495046138763428,0.8282427191734314,1.2213895320892334,0.49187958240509033,-2.39042592048645,0.7088755965232849,0.240840345621109,0.4715624749660492,-3.0250141620635986,0.7879441380500793,0.967732310295105,0.47701162099838257,-2.3448452949523926,0.6244736909866333,0.18152295053005219,0.4789208173751831,-3.3735201358795166,0.7360001802444458,0.9721134305000305,0.4388318955898285,-2.4636194705963135,0.6395643949508667,0.2538630962371826,0.44704723358154297,-3.297089099884033,0.7467511892318726,1.0362859964370728,0.44486501812934875,-2.343052387237549,0.6252617835998535,0.3178081214427948,0.4513598382472992,-3.0491507053375244,0.7250539064407349,1.887971043586731,0.8587613701820374,-0.35208895802497864,0.43116769194602966,1.0748233795166016,0.800929069519043,0.37742727994918823,0.46197837591171265,1.530135989189148,1.0711567401885986,-2.4931766986846924,0.14509250223636627,0.7837973833084106,0.9992011785507202,-1.1872011423110962,0.21041268110275269,1.3247883319854736,1.3778347969055176,-0.5343202352523804,0.04420442134141922,0.840486466884613,1.3843084573745728,-0.518055260181427,0.09230489283800125,1.3421764373779297,1.4109687805175781,-0.37889763712882996,0.038770660758018494,0.9443196654319763,1.4410508871078491,-0.4765879213809967,0.0762377381324768,1.0126116275787354,1.5145964622497559,-1.0740660429000854,0.05544772371649742,0.6136146783828735,1.5169812440872192,-1.6001603603363037,0.10271604359149933
602,1,0.5733948945999146,0.32492339611053467,-0.6162718534469604,0.9965139031410217,0.6055635809898376,0.2764695882797241,-0.5948780179023743,0.996026873588562,0.6194040775299072,0.2734903395175934,-0.5945600867271423,0.996189534664154,0.6337589025497437,0.26959338784217834,-0.5944400429725647,0.9964367151260376,0.578949511051178,0.27428218722343445,-0.5478148460388184,0.9954994916915894,0.5729746222496033,0.26832324266433716,-0.5482050180435181,0.9953200817108154,0.5669669508934021,0.2603316605091095,-0.5481257438659668,0.9957529306411743,0.6877660751342773,0.2594972848892212,-0.35215815901756287,0.9962020516395569,0.5847079753875732,0.24574494361877441,-0.12104380875825882,0.9960030913352966,0.601445198059082,0.3536962568759918,-0.5084834694862366,0.9974530339241028,0.5645983219146729,0.34914225339889526,-0.44897082448005676,0.9972396492958069,0.8197188973426819,0.41437986493110657,-0.34876781702041626,0.9990772604942322,0.5147790312767029,0.41947489976882935,0.1641295701265335,0.9991558790206909,0.7735083699226379,0.732144832611084,-0.49381011724472046,0.936055600643158,0.3296763598918915,0.7607073187828064,-0.131495401263237,0.8914100527763367,0.48618796467781067,0.798922598361969,-0.5284383296966553,0.9101774096488953,0.37867748737335205,0.748977780342102,-0.7794583439826965,0.8522952198982239,0.4199353754520416,0.8167301416397095,-0.7221311926841736,0.8579835295677185,0.4246461093425751,0.7677691578865051,-0.9471412897109985,0.7952041029930115,0.3974156081676483,0.7792096138000488,-0.7279649376869202,0.866867184638977,0.3756798207759857,0.7652194499969482,-0.9659231901168823,0.8054642677307129,0.41180452704429626,0.787039577960968,-0.5635796189308167,0.8590493202209473,0.44716301560401917,0.7211938500404358,-0.8142949342727661,0.7989300489425659,0.7133997082710266,0.9269140362739563,0.07554623484611511,0.8036916255950928,0.5007179379463196,0.9510647654533386,-0.07977674901485443,0.835460364818573,0.6540097594261169,1.4785329103469849,-0.5405132174491882,0.32843562960624695,0.4183032810688019,1.5278695821762085,-0.32421571016311646,0.2656777501106262,0.6053545475006104,2.0680367946624756,-0.4061344265937805,0.08491695672273636,0.3630947768688202,2.142565965652466,-0.3904750347137451,0.10493200272321701,0.6205165386199951,2.1323983669281006,-0.37513649463653564,0.07773540914058685,0.36388590931892395,2.222428560256958,-0.40028974413871765,0.08633524924516678,0.5203386545181274,2.2772839069366455,-0.5907495021820068,0.10369696468114853,0.3292718231678009,2.336207628250122,-0.7016461491584778,0.11500974744558334
612,1,0.5112162232398987,0.32014158368110657,-1.7740743160247803,0.9970168471336365,0.5298507809638977,0.27037176489830017,-1.7809666395187378,0.9962862133979797,0.5337198376655579,0.2679060399532318,-1.78117036819458,0.9964433908462524,0.5366020202636719,0.26563286781311035,-1.7811872959136963,0.9966559410095215,0.5168889760971069,0.2653411030769348,-1.7028639316558838,0.9958560466766357,0.5135146975517273,0.2597741186618805,-1.7034671306610107,0.9957968592643738,0.5098094940185547,0.25355610251426697,-1.70368230342865,0.9962211847305298,0.5426870584487915,0.262035071849823,-1.4653384685516357,0.9965879321098328,0.5181732177734375,0.24406324326992035,-1.1169934272766113,0.9961594939231873,0.5108414888381958,0.3598918914794922,-1.6230840682983398,0.9975067377090454,0.4935914874076843,0.3510877192020416,-1.5222296714782715,0.9971797466278076,0.7245820760726929,0.4915485382080078,-1.3126585483551025,0.9987910985946655,0.32838520407676697,0.38659200072288513,-0.6229556798934937,0.9993116855621338,0.6117098927497864,0.8163806200027466,-1.6730108261108398,0.9266571402549744,0.19366563856601715,0.6382929086685181,-1.1459197998046875,0.9133881330490112,0.33431944251060486,0.8431358337402344,-1.8990834951400757,0.9071837067604065,0.3118358850479126,0.6475240588188171,-2.437958240509033,0.8886507153511047,0.25465500354766846,0.8507618308067322,-2.083970069885254,0.8576090931892395,0.3394180238246918,0.6574484705924988,-2.7464051246643066,0.8391191363334656,0.2749450206756592,0.8195551633834839,-2.1137351989746094,0.8660246729850769,0.370914489030838,0.6280684471130371,-2.6601037979125977,0.8480342030525208,0.2791839838027954,0.8200609683990479,-1.9165064096450806,0.8560672402381897,0.5043226480484009,0.6248130798339844,-2.446723222732544,0.8391653299331665,0.5398827195167542,1.057934284210205,0.06196184456348419,0.714438259601593,0.19549645483493805,1.0344375371932983,-0.04731278121471405,0.76764976978302,0.4755907356739044,1.537721037864685,-1.0564357042312622,0.24813249707221985,0.25169193744659424,1.4354665279388428,-0.6123669147491455,0.2322160005569458,0.4040262699127197,2.0337562561035156,0.08895766735076904,0.06635162234306335,0.14897841215133667,2.0305867195129395,-0.36740007996559143,0.10504060238599777,0.4084424376487732,2.0838868618011475,0.05363922566175461,0.060406483709812164,0.13613231480121613,2.114232301712036,-0.4002693295478821,0.09340423345565796,0.3253934383392334,2.2260377407073975,0.0007146934513002634,0.08758716285228729,0.09479925781488419,2.1957638263702393,-0.7252007126808167,0.12258250266313553
674,1,0.7288087606430054,0.3330378532409668,-1.5476551055908203,0.9980218410491943,0.7043741345405579,0.2731276750564575,-1.523491382598877,0.9974889159202576,0.7035114765167236,0.2656700015068054,-1.5246996879577637,0.9975625872612,0.7022742629051208,0.2577304542064667,-1.525944471359253,0.9977217316627502,0.6821194887161255,0.2744290232658386,-1.609964370727539,0.9974415302276611,0.6662466526031494,0.26872771978378296,-1.6100399494171143,0.9976511597633362,0.6482932567596436,0.2627151310443878,-1.6095943450927734,0.9977273941040039,0.6285998225212097,0.22903196513652802,-1.1984989643096924,0.9972948431968689,0.5342718362808228,0.22993262112140656,-1.596415638923645,0.9977598786354065,0.7159042954444885,0.35880234837532043,-1.401571273803711,0.9986373782157898,0.6822137832641602,0.35941991209983826,-1.5159850120544434,0.9986259937286377,0.5385385155677795,0.29985153675079346,-0.8152698874473572,0.9992525577545166,0.27725377678871155,0.36480802297592163,-1.5587058067321777,0.9996949434280396,0.5878804326057434,0.6351421475410461,-0.45364466309547424,0.9222156405448914,0.5034874081611633,0.7728092670440674,-1.6538443565368652,0.9768418669700623,0.7469611763954163,0.8700825572013855,-0.5586588978767395,0.9136227369308472,0.8834331631660461,0.8617892265319824,-1.3064006567001343,0.9551660418510437,0.7874004244804382,0.9279760718345642,-0.637942373752594,0.8790330290794373,0.9895057678222656,0.8931483030319214,-1.3824101686477661,0.9231850504875183,0.7689105868339539,0.8915426731109619,-0.7171422243118286,0.8867241144180298,0.9811971187591553,0.8345827460289001,-1.389897346496582,0.9292137622833252,0.7457194924354553,0.8794126510620117,-0.5937961339950562,0.8774274587631226,0.9562221169471741,0.8300998210906982,-1.2981328964233398,0.922394871711731,0.44429224729537964,0.7612510919570923,0.24359235167503357,0.850375235080719,0.2926267087459564,0.7902554869651794,-0.24183715879917145,0.8721436858177185,0.8950689435005188,0.9798992872238159,0.07907950133085251,0.23695425689220428,0.6976559162139893,0.9583654403686523,-0.5148339867591858,0.2811322510242462,0.7622416019439697,1.1155301332473755,0.7290096282958984,0.08147131651639938,0.6776471734046936,1.1160058975219727,0.2736811339855194,0.12612384557724,0.7430528998374939,1.1234424114227295,0.821209192276001,0.10534157603979111,0.639845609664917,1.0799508094787598,0.39249247312545776,0.15507951378822327,0.8423139452934265,1.1804782152175903,0.9832668304443359,0.09233751147985458,0.7808256149291992,1.2277166843414307,0.5828881859779358,0.1268085241317749
736,1,0.7530754208564758,0.36163419485092163,-1.7414456605911255,0.997868001461029,0.7467764019966125,0.3107094466686249,-1.732017159461975,0.9970364570617676,0.7484033107757568,0.30652907490730286,-1.7333073616027832,0.9973128437995911,0.7504070997238159,0.30105745792388916,-1.7346638441085815,0.9972878098487854,0.7234163284301758,0.30246642231941223,-1.8127713203430176,0.9969634413719177,0.7093964219093323,0.2933594286441803,-1.8131705522537231,0.99737948179245,0.6951661705970764,0.2854219675064087,-1.8128966093063354,0.9974316954612732,0.6852616667747498,0.2733941674232483,-1.435989499092102,0.9973102807998657,0.6052419543266296,0.2568903863430023,-1.805858850479126,0.9977219104766846,0.738873302936554,0.3949865698814392,-1.6002570390701294,0.9980790019035339,0.7032069563865662,0.38471952080726624,-1.7060219049453735,0.9983089566230774,0.6474733352661133,0.3369983732700348,-1.083343744277954,0.9987689852714539,0.26025253534317017,0.4137464165687561,-1.6827698945999146,0.9996852278709412,0.6972809433937073,0.6585254073143005,-0.7185995578765869,0.9180927276611328,0.356402724981308,0.7880238890647888,-1.825838327407837,0.9795093536376953,0.8848899006843567,0.7989289164543152,-0.8429396152496338,0.9048078656196594,0.787562906742096,0.7997983694076538,-1.4854997396469116,0.9606084227561951,0.8920284509658813,0.8072444200515747,-0.9123548269271851,0.8543590307235718,0.8772510886192322,0.812711775302887,-1.5499166250228882,0.9277332425117493,0.8838827610015869,0.806208610534668,-0.9747490286827087,0.8678879737854004,0.8733636736869812,0.7628339529037476,-1.5435866117477417,0.9357346892356873,0.8577139973640442,0.8072296977043152,-0.868415892124176,0.8515147566795349,0.8389022946357727,0.753579318523407,-1.4712005853652954,0.9293909668922424,0.5351519584655762,0.8497720956802368,0.21434453129768372,0.606019914150238,0.3083653151988983,0.9367879033088684,-0.21306151151657104,0.7104045748710632,0.9647603631019592,1.1427186727523804,0.16636818647384644,0.22476817667484283,0.6143904328346252,1.1170101165771484,-0.35446831583976746,0.29692986607551575,0.8445543646812439,1.2116808891296387,1.2022159099578857,0.07123642414808273,0.737238883972168,1.2259206771850586,0.8040125370025635,0.1426488757133484,0.8071785569190979,1.19265878200531,1.3407986164093018,0.05929106846451759,0.7245365977287292,1.2110894918441772,0.9651972055435181,0.12170190364122391,0.912139356136322,1.3182094097137451,1.5645831823349,0.08853302150964737,0.798133134841919,1.337621808052063,1.253163456916809,0.14011064171791077
740,1,0.7728988528251648,0.4059602916240692,-0.6233304738998413,0.9935526847839355,0.7479575276374817,0.34517553448677063,-0.5442648530006409,0.9926295280456543,0.7498624920845032,0.33973389863967896,-0.5448581576347351,0.9925794005393982,0.7525472640991211,0.33531445264816284,-0.5457688570022583,0.9929351806640625,0.7290060520172119,0.34802892804145813,-0.6938481330871582,0.9924120903015137,0.7174643278121948,0.34484755992889404,-0.6938329935073853,0.9923924207687378,0.7072316408157349,0.3425094485282898,-0.6931450366973877,0.9929825067520142,0.6971390843391418,0.33368733525276184,0.015492532402276993,0.9938757419586182,0.6404836177825928,0.33886125683784485,-0.6657298803329468,0.9937105178833008,0.7590383291244507,0.4448990523815155,-0.37823984026908875,0.9908384680747986,0.7295824289321899,0.44651010632514954,-0.5777255296707153,0.9916403293609619,0.6730872392654419,0.5302573442459106,0.6063966751098633,0.9905917048454285,0.3029514253139496,0.4972238838672638,-0.9243475198745728,0.994080126285553,0.775460422039032,0.7786800265312195,0.705666184425354,0.8373061418533325,0.2904505431652069,0.7523494958877563,-1.560306429862976,0.9480031728744507,1.0436286926269531,0.8400529623031616,0.06259556114673615,0.81197589635849,0.7718995809555054,0.8366791009902954,-1.9368857145309448,0.9045535922050476,1.0948959589004517,0.8515873551368713,-0.07885214686393738,0.7630839347839355,0.929015040397644,0.8311187028884888,-2.1645090579986572,0.8672789335250854,1.0868148803710938,0.8243833780288696,-0.2146226018667221,0.7770687937736511,0.9349650144577026,0.7948887348175049,-2.047003746032715,0.8759527802467346,1.0950239896774292,0.8205650448799133,-0.03400031477212906,0.7634513974189758,0.9101529717445374,0.7928955554962158,-1.8918989896774292,0.8673638105392456,0.6095618605613708,1.2892429828643799,0.4667551815509796,0.5411946773529053,0.3376823365688324,1.2862392663955688,-0.45827046036720276,0.6551721096038818,1.0689371824264526,1.3684614896774292,-0.0957411602139473,0.1939752697944641,0.7716423869132996,1.6068848371505737,-1.004412055015564,0.2837151885032654,1.187043309211731,1.8395532369613647,0.3620315194129944,0.06318872421979904,0.8217127323150635,2.1483407020568848,-0.7620565891265869,0.1447114646434784,1.1865742206573486,1.9078147411346436,0.6503278017044067,0.05252900719642639,0.7594051957130432,2.2172389030456543,-0.723160445690155,0.11548112332820892,1.3120830059051514,1.9583545923233032,0.8313184380531311,0.08228465914726257,0.9084377884864807,2.2924575805664062,-1.1777398586273193,0.14598150551319122
894,1,0.4252779483795166,0.16784197092056274,-0.5767465829849243,0.9952405095100403,0.47988879680633545,0.14389623701572418,-0.5227466821670532,0.993486225605011,0.4984593093395233,0.14553707838058472,-0.5229443311691284,0.9935034513473511,0.6133893728256226,0.14358307421207428,-0.52365642786026,0.9937611818313599,0.427284300327301,0.136081725358963,-0.49380406737327576,0.992763102054596,0.41269785165786743,0.13223201036453247,-0.49445849657058716,0.9925581216812134,0.39883047342300415,0.1297004073858261,-0.494522362947464,0.9931517839431763,0.5482169985771179,0.18202851712703705,-0.05106028914451599,0.9928484559059143,0.39572709798812866,0.14507707953453064,0.08899129927158356,0.9928338527679443,0.4651271104812622,0.2144097089767456,-0.37371233105659485,0.9926899075508118,0.3886534571647644,0.20686490833759308,-0.33966752886772156,0.9926565289497375,0.7302530407905579,0.33097800612449646,-0.13050083816051483,0.9922460913658142,0.11767254769802094,0.2813364863395691,0.16093029081821442,0.9951730966567993,0.7746015191078186,0.4875592291355133,-0.814410388469696,0.8497436046600342,-0.12155579775571823,0.42953062057495117,-0.6305862069129944,0.8834738731384277,0.4924892485141754,0.363567054271698,-1.9005494117736816,0.8340170979499817,0.4201471507549286,0.43626534938812256,-1.441034197807312,0.8747611045837402,0.47423067688941956,0.33400774002075195,-2.2218568325042725,0.7818581461906433,0.42193567752838135,0.45087170600891113,-1.6902477741241455,0.8310222625732422,0.46598687767982483,0.30137166380882263,-2.0523648262023926,0.7932928800582886,0.4802573621273041,0.4258139729499817,-1.5897338390350342,0.842888593673706,0.4516286551952362,0.3191307783126831,-1.877322793006897,0.7794001698493958,0.46972960233688354,0.42561960220336914,-1.428454875946045,0.8295094966888428,0.5627184510231018,0.9267043471336365,0.2198091298341751,0.5123588442802429,0.09356916695833206,0.8982741832733154,-0.20883603394031525,0.5329413414001465,0.6587827205657959,1.2347934246063232,-1.2852725982666016,0.19818244874477386,0.062472112476825714,1.3335603475570679,-0.8949345350265503,0.23202596604824066,0.5562870502471924,1.7266584634780884,-0.2300596535205841,0.06066439673304558,0.12659955024719238,1.9330112934112549,-0.7305203080177307,0.11112438142299652,0.5397189855575562,1.7864642143249512,-0.15251614153385162,0.03745893016457558,0.16972936689853668,2.023653745651245,-0.7261424660682678,0.0721810907125473,0.4793994128704071,1.9074692726135254,-0.43183180689811707,0.07869778573513031,0.041013624519109726,2.094839096069336,-1.4597885608673096,0.1193046048283577
